-314, -169
-314, -169
-314, -169
91, 688
91, 688
91, 688
91, 688
-632, 197
-632, 197
-632, 197
-632, 197
358, -145
358, -145
358, -145
358, -145
-553, 650
-553, 650
-553, 650
-553, 650
-463, -109
-463, -109
-463, -109
-463, -109
331, 330
331, 330
331, 330
331, 330
-381, 321
-381, 321
-381, 321
-381, 321
-201, -105
-201, -105
-201, -105
-201, -105
-338, 399
-338, 399
-338, 399
-338, 399
43, -438
43, -438
43, -438
43, -438
-91, 504
-91, 504
-91, 504
-91, 504
416, 12
416, 12
416, 12
416, 12
-445, -88
-445, -88
-445, -88
-445, -88
646, -185
646, -185
646, -185
646, -185
506, -85
506, -85
506, -85
506, -85
-243, 446
-243, 446
-243, 446
-243, 446
445, 462
445, 462
445, 462
445, 462
-487, -258
-487, -258
-487, -258
-487, -258
355, 33
355, 33
355, 33
355, 33
-332, 419
-332, 419
-332, 419
-332, 419
177, -615
177, -615
177, -615
177, -615
136, 405
136, 405
136, 405
136, 405
-412, -240
-412, -240
-412, -240
-412, -240
519, -15
519, -15
519, -15
519, -15
-429, 334
-429, 334
-429, 334
-429, 334
-58, 498
-58, 498
-58, 498
-58, 498
29, 443
29, 443
29, 443
29, 443
-370, 2
-370, 2
-370, 2
-370, 2
103, -276
103, -276
103, -276
103, -276
-266, -239
-266, -239
-266, -239
-266, -239
359, -222
359, -222
359, -222
359, -222
-132, 187
-132, 187
-132, 187
-132, 187
-258, -458
-258, -458
-258, -458
-258, -458
339, 240
339, 240
339, 240
339, 240
-767, 18
-767, 18
-767, 18
-767, 18
334, -332
334, -332
334, -332
334, -332
34, 493
34, 493
34, 493
34, 493
-315, -412
-315, -412
-315, -412
-315, -412
464, 365
464, 365
464, 365
464, 365
-382, 99
-382, 99
-382, 99
-382, 99
326, -109
326, -109
326, -109
326, -109
-195, 484
-195, 484
-195, 484
-195, 484
-337, -304
-337, -304
-337, -304
-337, -304
406, 183
406, 183
406, 183
406, 183
-459, 7
-459, 7
-459, 7
-459, 7
302, -462
302, -462
302, -462
302, -462
395, 120
395, 120
395, 120
395, 120
11, -403
11, -403
11, -403
11, -403
-307, 400
-307, 400
-307, 400
-307, 400
-437, -145
-437, -145
-437, -145
-437, -145
-156, -208
-156, -208
-156, -208
-156, -208
248, 451
248, 451
248, 451
248, 451
5, -417
5, -417
5, -417
5, -417
121, 458
121, 458
121, 458
121, 458
75, -591
75, -591
75, -591
75, -591
-228, 147
-228, 147
-228, 147
-228, 147
228, -674
228, -674
228, -674
228, -674
-477, 184
-477, 184
-477, 184
-477, 184
441, -286
441, -286
441, -286
441, -286
-13, 455
-13, 455
-13, 455
-13, 455
-250, -323
-250, -323
-250, -323
-250, -323
247, 270
247, 270
247, 270
247, 270
-436, -107
-436, -107
-436, -107
-436, -107
248, 427
248, 427
248, 427
248, 427
-301, -229
-301, -229
-301, -229
-301, -229
491, -209
491, -209
491, -209
491, -209
-230, 306
-230, 306
-230, 306
-230, 306
-56, -337
-56, -337
-56, -337
-56, -337
53, 194
53, 194
53, 194
53, 194
-309, -26
-309, -26
-309, -26
-309, -26
347, -117
347, -117
347, -117
347, -117
-423, 430
-423, 430
-423, 430
-423, 430
-11, -200
-11, -200
-11, -200
-11, -200
156, 379
156, 379
156, 379
156, 379
-414, -198
-414, -198
-414, -198
-414, -198
641, -21
641, -21
641, -21
641, -21
-488, 363
-488, 363
-488, 363
-488, 363
50, -611
50, -611
50, -611
50, -611
161, 233
161, 233
161, 233
161, 233
-140, -264
-140, -264
-140, -264
-140, -264
-292, 153
-292, 153
-292, 153
-292, 153
255, -505
255, -505
255, -505
255, -505
261, 412
261, 412
261, 412
261, 412
-97, 390
-97, 390
-97, 390
-97, 390
-64, 94
-64, 94
-64, 94
-64, 94
417, 84
417, 84
417, 84
417, 84
272, 556
272, 556
272, 556
272, 556
-293, -443
-293, -443
-293, -443
-293, -443
-16, 457
-16, 457
-16, 457
-16, 457
392, -95
392, -95
392, -95
392, -95
-391, 236
-391, 236
-391, 236
-391, 236
351, -167
351, -167
351, -167
351, -167
-53, -592
-53, -592
-53, -592
-53, -592
15, -401
15, -401
15, -401
15, -401
-226, -130
-226, -130
-226, -130
-226, -130
270, -462
270, -462
270, -462
270, -462
-273, 304
-273, 304
-273, 304
-273, 304
-374, 62
-374, 62
-374, 62
-374, 62
143, -509
143, -509
143, -509
143, -509
-401, -147
-401, -147
-401, -147
-401, -147
-340, -1
-340, -1
-340, -1
-340, -1
-121, 611
-121, 611
-121, 611
-121, 611
360, -150
360, -150
360, -150
360, -150
-215, 322
-215, 322
-215, 322
-215, 322
-455, 155
-455, 155
-455, 155
-455, 155
59, 397
59, 397
59, 397
59, 397
-4, -450
-4, -450
-4, -450
-4, -450
-379, 131
-379, 131
-379, 131
-379, 131
-7, 433
-7, 433
-7, 433
-7, 433
-80, 773
-80, 773
-80, 773
-80, 773
85, -578
85, -578
85, -578
85, -578
-358, -189
-358, -189
-358, -189
-358, -189
430, -50
430, -50
430, -50
430, -50
-338, -325
-338, -325
-338, -325
-338, -325
585, 187
585, 187
585, 187
585, 187
-11, -337
-11, -337
-11, -337
-11, -337
-395, -39
-395, -39
-395, -39
-395, -39
383, 314
383, 314
383, 314
383, 314
485, -155
485, -155
485, -155
485, -155
82, 476
82, 476
82, 476
82, 476
439, 5
439, 5
439, 5
439, 5
-204, -509
-204, -509
-204, -509
-204, -509
-138, 382
-138, 382
-138, 382
-138, 382
509, 63
509, 63
509, 63
509, 63
-518, -305
-518, -305
-518, -305
-518, -305
331, -199
331, -199
331, -199
331, -199
359, 312
359, 312
359, 312
359, 312
-276, -349
-276, -349
-276, -349
-276, -349
-284, 496
-284, 496
-284, 496
-284, 496
453, 222
453, 222
453, 222
453, 222
-359, 329
-359, 329
-359, 329
-359, 329
162, 611
162, 611
162, 611
162, 611
279, 498
279, 498
279, 498
279, 498
-402, 53
-402, 53
-402, 53
-402, 53
322, 325
322, 325
322, 325
322, 325
455, -290
455, -290
455, -290
455, -290
-169, -266
-169, -266
-169, -266
-169, -266
-506, 229
-506, 229
-506, 229
-506, 229
145, 331
145, 331
145, 331
145, 331
475, -7
475, -7
475, -7
475, -7
313, -262
313, -262
313, -262
313, -262
-242, -160
-242, -160
-242, -160
-242, -160
118, 567
118, 567
118, 567
118, 567
-340, 52
-340, 52
-340, 52
-340, 52
-145, -450
-145, -450
-145, -450
-145, -450
-657, -111
-657, -111
-657, -111
-657, -111
443, -69
443, -69
443, -69
443, -69
310, -47
310, -47
310, -47
310, -47
-485, 209
-485, 209
-485, 209
-485, 209
285, 89
285, 89
285, 89
285, 89
-254, -174
-254, -174
-254, -174
-254, -174
441, -32
441, -32
441, -32
441, -32
-434, -344
